mean,std
1.0,0.0
0.9724237500000001,0.0009837579415181363
0.9439437500000001,0.0016314655030064279
0.9118262499999998,0.0021020001635347237
0.8753887499999999,0.002745330979590618
0.8347437499999999,0.003985574574324263
0.7911274999999999,0.005345207549758944
0.7407125000000002,0.005306113808617379
0.6790649999999999,0.008087731449547516
0.61968375,0.009045327782203362
0.52855625,0.015378692391991597
0.42415375,0.017208971633642142
0.31309875000000004,0.026298403557773232
0.11197375,0.05559084427482191
0.012482499999999999,0.005860034662866764
0.00843625,0.0035656562772510758
0.005988749999999999,0.00226585352295774
0.0042450000000000005,0.001195162122893794
0.0028650000000000004,0.0008249393917131126
0.00184375,0.0005535044602349651
0.0010512500000000003,0.000175974962707767
0.0010025000000000001,0.0001561049326574916
0.0009675000000000003,0.00016261534367949414
0.0009175000000000001,0.0001543332433405065
0.00086375,0.00015113632091592012
0.0008300000000000002,0.00012057155551787494
0.0007525,0.00011855905701379375
0.000675,0.00011180339887498949
0.0005874999999999999,0.00010077822185373188
0.0004050000000000001,8.5e-05
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.00012500000000000003,2.710505431213761e-20
0.0,0.0
