mean,std
0.9974851249999999,0.00015633192852070133
0.9762022500000002,0.0001790546355166452
0.9549376250000001,0.00023192465775549135
0.9335734999999998,0.00026230516578977417
0.9119431250000001,0.000320240998117042
0.8901850000000002,0.00029714790088438965
0.868180375,0.0003901972858375608
0.8457361250000001,0.000433909894880261
0.8230512499999999,0.00037825462654143734
0.7999372499999998,0.0004301379865810502
0.7763680000000002,0.0004839690072721636
0.751932875,0.000590520572778801
0.7265788749999998,0.0006865213375234634
0.7005428750000001,0.000705000565159347
0.6736033749999999,0.0008436599118572573
0.645324125,0.0009882896447271888
0.6152209999999999,0.0010937176852369153
0.582401375,0.0013457489724592055
0.5464927500000001,0.0016463465043847847
0.5059796249999998,0.0017865239074456869
0.46433525,0.00210006129374835
0.41881987499999995,0.002457861173230702
0.366896125,0.003445789412003438
0.30780700000000005,0.004330734752902791
0.23625249999999998,0.005975792572956326
0.146817625,0.008439344075333996
0.03296475,0.01647274352718757
0.0037827499999999997,0.0017215080416599859
0.0015655000000000003,0.0005230771931560388
0.001022375,0.00027982301884405436
0.0006450000000000001,0.00014817641512737442
0.00046462500000000003,9.070996017527512e-05
0.0003435,7.825199677963497e-05
0.000257625,4.308041173201575e-05
0.00020287499999999996,3.503814885235806e-05
0.00016487499999999998,2.5781231060599103e-05
0.0001395,2.089557369396686e-05
0.00012450000000000002,1.919635382045246e-05
0.000107125,1.8049844182152933e-05
9.049999999999999e-05,1.200520720354297e-05
8.012500000000001e-05,1.2511869364727239e-05
6.875e-05,9.100137361600644e-06
5.8875e-05,8.89083095104164e-06
5.375000000000001e-05,8.1967981553775e-06
4.7124999999999993e-05,7.2575391834973954e-06
3.8875e-05,3.911121961790506e-06
3.3749999999999994e-05,6.495190528383289e-06
2.7124999999999995e-05,4.695409992748236e-06
2.45e-05,3.0207614933986424e-06
0.0,0.0
