mean,std
0.9974887499999998,0.0006067575195248914
0.9764700000000001,0.0006008119506134988
0.9551849999999998,0.0006723280449304454
0.93388,0.0007883764963518388
0.9121187500000001,0.0008932691013910661
0.89039625,0.0010456838372567456
0.8684375000000002,0.0010909428261829369
0.8461,0.0012629330940315024
0.8231975,0.0012471442378490176
0.80025875,0.001531263265248667
0.7764725000000001,0.0017726727701411816
0.75192,0.0021205482781582706
0.7268374999999999,0.0021765439922041526
0.7007475,0.0025685586911729274
0.6735112499999998,0.0025845753398769317
0.6452825,0.0030485457598664967
0.614895,0.0037557755523992624
0.5828,0.0036379510029685685
0.54766875,0.004395074480313157
0.50713,0.005515770571733382
0.46375124999999995,0.006159989219755179
0.41981750000000007,0.00784658404976331
0.36594750000000004,0.008869596594547014
0.30861,0.012838896954177958
0.23477374999999998,0.018536397430123794
0.14072625000000002,0.03548101030392878
0.0464225,0.02405531892846154
0.0139475,0.006015193783245889
0.009104999999999999,0.0036677104574925215
0.005323750000000001,0.0015743148311249565
0.0038374999999999998,0.0010302457231165776
0.003106249999999999,0.0010466277693143824
0.0023074999999999997,0.0007457001743328213
0.00177125,0.0004066075349769111
0.0015324999999999998,0.00038227117338350276
0.0011375,0.00025155764746872633
0.0010050000000000003,0.00021716928880483995
0.0008875000000000003,0.0001690968657308585
0.0007925000000000001,0.00016319083920367589
0.00070125,0.00012734672159109555
0.00060125,0.00012079812705501688
0.000505,8.999999999999999e-05
0.0004525000000000001,9.317322576792113e-05
0.0004125000000000001,7.180703308172536e-05
0.00037000000000000005,6.828250141873833e-05
0.00030625000000000004,6.702378309227256e-05
0.0002637500000000001,3.911121961790503e-05
0.0002400000000000001,3.3911649915626336e-05
0.000165,5.830951894845302e-05
0.0,0.0
