mean,std
0.802095,0.006177912268719907
0.79104375,0.006248284139465811
0.7783275000000001,0.005974785037974168
0.7655500000000001,0.006696664281565859
0.7524299999999999,0.0063974682492373485
0.73911,0.007174592322912848
0.7207262500000001,0.0069367385843420665
0.7032174999999999,0.008481590726390894
0.6862537499999999,0.008267849157277846
0.66665875,0.010289859313299671
0.6465387499999999,0.008605715669687212
0.6226325,0.010291574527252862
0.5981350000000001,0.010964896830339995
0.5703987499999998,0.012088394421406834
0.5430112500000001,0.013326748185041246
0.51219125,0.014007056871002562
0.47732875,0.015781532472719496
0.44219875000000003,0.01578013085140614
0.3975475,0.01826816544565984
0.35132125,0.020382707552911116
0.30079125,0.025627329497774437
0.24936125,0.03403838777303502
0.18397125,0.048306275003228094
0.11709375000000001,0.0458928452178278
0.06546999999999999,0.03323553313097294
0.040420000000000005,0.021796419717467364
0.0262025,0.012397249947064874
0.017275,0.007227183925983895
0.011907499999999998,0.004013672725821077
0.008983749999999999,0.0028811702808928183
0.0076300000000000005,0.002341134874371829
0.0055575,0.0018120620160469124
0.00505,0.0014802871343087463
0.004067499999999999,0.0012719841783607217
0.0033775000000000003,0.0008748178381811839
0.0029275,0.0007955304833882861
0.0025324999999999996,0.0006188749873762877
0.002205,0.0005430009208095323
0.0018124999999999999,0.00037270128789688935
0.0016875000000000004,0.0003407253292609753
0.00145,0.00034595881257745123
0.0012624999999999997,0.000261904085496962
0.0011425,0.00025373460544435007
0.00094625,0.000177001942079741
0.0008537500000000002,0.00015416610360257534
0.0007212500000000001,0.00012851921062627175
0.0006225,0.00012116620816052636
0.0005400000000000001,9.663074045043845e-05
0.00041875000000000007,6.931585316505885e-05
0.00012500000000000003,2.710505431213761e-20
